bucket_start_timestamp;CO;NO2;O3;PM10;PM2.5;RH;T;Temp. int.;latitude;longitude
2022-08-09 13:00:00;284.12;529.64;529.64;14.08;9.12;43.212;27.12;396.12;5.335681300000001;-3.9782132333333333
2022-08-09 14:00:00;283.0;472.42857142857144;472.42857142857144;16.857142857142858;10.428571428571429;43.94285714285715;28.0;423.7142857142857;5.335681300000001;-3.9782132333333333
2022-08-09 15:00:00;283.09969088098916;472.51495915213076;472.51495915213076;16.855845661293884;10.428212629719585;43.938879995584024;27.99491885625966;423.62359240450434;5.335681300000001;-3.9782132333333333
2022-08-09 16:00:00;283.1993817619784;472.60134687569;472.60134687569;16.85454846544491;10.427853830867742;43.93490284831089;27.98983771251932;423.5328990947229;5.335681300000001;-3.9782132333333333
2022-08-09 17:00:00;283.29907264296753;472.6877345992493;472.6877345992493;16.853251269595937;10.427495032015898;43.930925701037765;27.98475656877898;423.4422057849415;5.335681300000001;-3.9782132333333333
2022-08-09 18:00:00;283.39876352395675;472.7741223228086;472.7741223228086;16.851954073746963;10.427136233164054;43.92694855376463;27.97967542503864;423.35151247516006;5.335681300000001;-3.9782132333333333
2022-08-09 19:00:00;283.4984544049459;472.8605100463679;472.8605100463679;16.85065687789799;10.42677743431221;43.922971406491506;27.974594281298298;423.2608191653787;5.335681300000001;-3.9782132333333333
2022-08-09 20:00:00;283.59814528593506;472.94689776992715;472.94689776992715;16.84935968204902;10.426418635460367;43.91899425921838;27.96951313755796;423.1701258555973;5.335681300000001;-3.9782132333333333
2022-08-09 21:00:00;283.6978361669243;473.03328549348646;473.03328549348646;16.848062486200046;10.426059836608523;43.91501711194525;27.96443199381762;423.07943254581585;5.335681300000001;-3.9782132333333333
2022-08-09 22:00:00;283.79752704791343;473.1196732170457;473.1196732170457;16.846765290351073;10.42570103775668;43.91103996467212;27.95935085007728;422.98873923603446;5.335681300000001;-3.9782132333333333
2022-08-09 23:00:00;283.89721792890265;473.206060940605;473.206060940605;16.8454680945021;10.425342238904836;43.907062817398995;27.95426970633694;422.898045926253;5.335681300000001;-3.9782132333333333
2022-08-10 00:00:00;283.9969088098918;473.2924486641643;473.2924486641643;16.844170898653125;10.424983440052992;43.90308567012586;27.9491885625966;422.80735261647163;5.335681300000001;-3.9782132333333333
2022-08-10 01:00:00;284.09659969088096;473.3788363877236;473.3788363877236;16.84287370280415;10.424624641201149;43.899108522852735;27.94410741885626;422.71665930669025;5.335681300000001;-3.9782132333333333
2022-08-10 02:00:00;284.1962905718702;473.46522411128285;473.46522411128285;16.841576506955178;10.424265842349305;43.8951313755796;27.93902627511592;422.6259659969088;5.335681300000001;-3.9782132333333333
2022-08-10 03:00:00;284.29598145285934;473.55161183484216;473.55161183484216;16.840279311106205;10.423907043497461;43.891154228306476;27.93394513137558;422.5352726871274;5.335681300000001;-3.9782132333333333
2022-08-10 04:00:00;284.39567233384855;473.6379995584014;473.6379995584014;16.83898211525723;10.423548244645618;43.88717708103335;27.92886398763524;422.444579377346;5.335681300000001;-3.9782132333333333
2022-08-10 05:00:00;284.4953632148377;473.72438728196073;473.72438728196073;16.837684919408257;10.423189445793774;43.88319993376022;27.923782843894898;422.3538860675646;5.335681300000001;-3.9782132333333333
2022-08-10 06:00:00;284.59505409582687;473.81077500552;473.81077500552;16.836387723559284;10.42283064694193;43.87922278648709;27.91870170015456;422.2631927577832;5.335681300000001;-3.9782132333333333
2022-08-10 07:00:00;284.6947449768161;473.8971627290793;473.8971627290793;16.83509052771031;10.422471848090087;43.875245639213965;27.91362055641422;422.17249944800176;5.335681300000001;-3.9782132333333333
2022-08-10 08:00:00;284.79443585780524;473.98355045263855;473.98355045263855;16.83379333186134;10.422113049238243;43.87126849194083;27.90853941267388;422.0818061382204;5.335681300000001;-3.9782132333333333
2022-08-10 09:00:00;284.89412673879445;474.06993817619787;474.06993817619787;16.832496136012367;10.4217542503864;43.867291344667706;27.90345826893354;421.99111282843893;5.335681300000001;-3.9782132333333333
2022-08-10 10:00:00;284.9938176197836;474.1563258997571;474.1563258997571;16.831198940163393;10.421395451534556;43.86331419739457;27.8983771251932;421.90041951865754;5.335681300000001;-3.9782132333333333
2022-08-10 11:00:00;285.09350850077277;474.24271362331643;474.24271362331643;16.82990174431442;10.421036652682712;43.85933705012145;27.89329598145286;421.80972620887616;5.335681300000001;-3.9782132333333333
2022-08-10 12:00:00;285.193199381762;474.3291013468757;474.3291013468757;16.828604548465446;10.420677853830869;43.85535990284832;27.888214837712518;421.7190328990947;5.335681300000001;-3.9782132333333333
2022-08-10 13:00:00;285.29289026275114;474.415489070435;474.415489070435;16.827307352616472;10.420319054979025;43.85138275557519;27.88313369397218;421.6283395893133;5.335681300000001;-3.9782132333333333
2022-08-10 14:00:00;285.39258114374036;474.50187679399426;474.50187679399426;16.8260101567675;10.419960256127181;43.84740560830206;27.87805255023184;421.53764627953194;5.335681300000001;-3.9782132333333333
2022-08-10 15:00:00;285.4922720247295;474.58826451755357;474.58826451755357;16.824712960918525;10.419601457275338;43.843428461028935;27.872971406491498;421.4469529697505;5.335681300000001;-3.9782132333333333
2022-08-10 16:00:00;285.5919629057187;474.6746522411128;474.6746522411128;16.82341576506955;10.419242658423494;43.8394513137558;27.86789026275116;421.3562596599691;5.335681300000001;-3.9782132333333333
2022-08-10 17:00:00;285.6916537867079;474.76103996467214;474.76103996467214;16.822118569220578;10.41888385957165;43.835474166482676;27.86280911901082;421.26556635018767;5.335681300000001;-3.9782132333333333
