bucket_start_timestamp;station_name;sensor;raw_value;latitude;longitude;k1;k2;k3;k4;r;calibrated_value;session_name
2023-02-24 22:00:00;SMART188;NO2;44.91304347826087;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;44.91304347826087;
2023-02-24 22:00:00;SMART188;PM2.5;15.565217391304348;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;15.565217391304348;
2023-02-24 22:00:00;SMART188;PM10;61.52173913043478;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;61.52173913043478;
2023-02-24 22:00:00;SMART188;CO;312.7826086956522;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;312.7826086956522;
2023-02-24 22:00:00;SMART188;RH;886.3478260869565;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;88.63478260869566;
2023-02-24 22:00:00;SMART188;Temp. int.;397.4347826086956;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;397.4347826086956;
2023-02-24 22:00:00;SMART188;O3;44.91304347826087;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;44.91304347826087;
2023-02-24 22:00:00;SMART188;T;289.7826086956522;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;28.97826086956522;
2023-02-24 21:00:00;SMART188;O3;53.13333333333333;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;53.13333333333333;
2023-02-24 21:00:00;SMART188;NO2;53.13333333333333;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;53.13333333333333;
2023-02-24 21:00:00;SMART188;RH;887.6;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;88.76;
2023-02-24 21:00:00;SMART188;Temp. int.;394.7;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;394.7;
2023-02-24 21:00:00;SMART188;PM2.5;15.033333333333333;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;15.033333333333333;
2023-02-24 21:00:00;SMART188;CO;308.7;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;308.7;
2023-02-24 21:00:00;SMART188;T;288.03333333333336;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;28.803333333333338;
2023-02-24 21:00:00;SMART188;PM10;61.9;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;61.9;
2023-02-24 20:00:00;SMART188;T;287.76666666666665;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;28.776666666666667;
2023-02-24 20:00:00;SMART188;PM2.5;15.966666666666667;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;15.966666666666667;
2023-02-24 20:00:00;SMART188;Temp. int.;394.8;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;394.8;
2023-02-24 20:00:00;SMART188;O3;62.53333333333333;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;62.53333333333333;
2023-02-24 20:00:00;SMART188;CO;313.73333333333335;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;313.73333333333335;
2023-02-24 20:00:00;SMART188;NO2;62.53333333333333;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;62.53333333333333;
2023-02-24 20:00:00;SMART188;PM10;65.03333333333333;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;65.03333333333333;
2023-02-24 20:00:00;SMART188;RH;895.1666666666666;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;89.51666666666667;
2023-02-24 19:00:00;SMART188;CO;322.4;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;322.4;
2023-02-24 19:00:00;SMART188;PM2.5;16.233333333333334;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;16.233333333333334;
2023-02-24 19:00:00;SMART188;PM10;66.06666666666666;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;66.06666666666666;
2023-02-24 19:00:00;SMART188;O3;74.1;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;74.1;
2023-02-24 19:00:00;SMART188;NO2;74.1;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;74.1;
2023-02-24 19:00:00;SMART188;Temp. int.;396.6;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;396.6;
2023-02-24 19:00:00;SMART188;RH;892.5;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;89.25;
2023-02-24 19:00:00;SMART188;T;289.76666666666665;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;28.976666666666667;
2023-02-24 18:00:00;SMART188;T;292.76666666666665;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;29.276666666666667;
2023-02-24 18:00:00;SMART188;Temp. int.;401.23333333333335;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;401.23333333333335;
2023-02-24 18:00:00;SMART188;RH;869.3333333333334;5.335679633333332;-3.978218983333333;0.1;0.0;0.0;0.0;0.0;86.93333333333334;
2023-02-24 18:00:00;SMART188;O3;49.06666666666667;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;49.06666666666667;
2023-02-24 18:00:00;SMART188;CO;316.03333333333336;5.335679633333332;-3.978218983333333;1.0;0.0;0.0;0.0;0.0;316.03333333333336;
